code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,stats,team_a,team_a_difficulty,team_a_score,team_h,team_h_difficulty,team_h_score
1059942,25,FALSE,FALSE,241,2020-02-01T15:00:00Z,0,FALSE,FALSE,[],2,3,,3,2,
1059943,25,FALSE,FALSE,242,2020-02-01T15:00:00Z,0,FALSE,FALSE,[],1,2,,5,4,
1059944,25,FALSE,FALSE,243,2020-02-01T15:00:00Z,0,FALSE,FALSE,[],15,2,,7,2,
1059945,25,FALSE,FALSE,244,2020-02-01T15:00:00Z,0,FALSE,FALSE,[],6,3,,9,4,
1059946,25,FALSE,FALSE,245,2020-02-01T15:00:00Z,0,FALSE,FALSE,[],16,5,,10,2,
1059947,25,FALSE,FALSE,246,2020-02-01T15:00:00Z,0,FALSE,FALSE,[],20,4,,12,3,
1059948,25,FALSE,FALSE,247,2020-02-01T15:00:00Z,0,FALSE,FALSE,[],14,3,,13,2,
1059949,25,FALSE,FALSE,248,2020-02-01T15:00:00Z,0,FALSE,FALSE,[],11,4,,17,4,
1059950,25,FALSE,FALSE,249,2020-02-01T15:00:00Z,0,FALSE,FALSE,[],8,3,,18,2,
1059951,25,FALSE,FALSE,250,2020-02-01T15:00:00Z,0,FALSE,FALSE,[],4,3,,19,2,
1059952,26,FALSE,FALSE,251,2020-02-08T15:00:00Z,0,FALSE,FALSE,[],13,4,,1,2,
1059953,26,FALSE,FALSE,252,2020-02-08T15:00:00Z,0,FALSE,FALSE,[],17,2,,2,4,
1059954,26,FALSE,FALSE,253,2020-02-08T15:00:00Z,0,FALSE,FALSE,[],18,2,,4,3,
1059955,26,FALSE,FALSE,254,2020-02-08T15:00:00Z,0,FALSE,FALSE,[],12,4,,6,4,
1059956,26,FALSE,FALSE,255,2020-02-08T15:00:00Z,0,FALSE,FALSE,[],7,4,,8,3,
1059957,26,FALSE,FALSE,256,2020-02-08T15:00:00Z,0,FALSE,FALSE,[],19,5,,11,2,
1059958,26,FALSE,FALSE,257,2020-02-08T15:00:00Z,0,FALSE,FALSE,[],10,2,,14,4,
1059959,26,FALSE,FALSE,258,2020-02-08T15:00:00Z,0,FALSE,FALSE,[],3,2,,15,2,
1059960,26,FALSE,FALSE,259,2020-02-08T15:00:00Z,0,FALSE,FALSE,[],5,2,,16,2,
1059961,26,FALSE,FALSE,260,2020-02-08T15:00:00Z,0,FALSE,FALSE,[],9,3,,20,3,
1059962,27,FALSE,FALSE,261,2020-02-22T15:00:00Z,0,FALSE,FALSE,[],8,4,,1,2,
1059963,27,FALSE,FALSE,262,2020-02-22T15:00:00Z,0,FALSE,FALSE,[],3,2,,5,2,
1059964,27,FALSE,FALSE,263,2020-02-22T15:00:00Z,0,FALSE,FALSE,[],17,4,,6,4,
1059965,27,FALSE,FALSE,264,2020-02-22T15:00:00Z,0,FALSE,FALSE,[],13,2,,7,2,
1059966,27,FALSE,FALSE,265,2020-02-22T15:00:00Z,0,FALSE,FALSE,[],11,3,,9,4,
1059967,27,FALSE,FALSE,266,2020-02-22T15:00:00Z,0,FALSE,FALSE,[],19,5,,10,2,
1059968,27,FALSE,FALSE,267,2020-02-22T15:00:00Z,0,FALSE,FALSE,[],18,4,,12,3,
1059969,27,FALSE,FALSE,268,2020-02-22T15:00:00Z,0,FALSE,FALSE,[],4,2,,15,2,
1059970,27,FALSE,FALSE,269,2020-02-22T15:00:00Z,0,FALSE,FALSE,[],2,2,,16,2,
1059971,27,FALSE,FALSE,270,2020-02-22T15:00:00Z,0,FALSE,FALSE,[],14,3,,20,2,
1059973,28,FALSE,FALSE,271,2020-02-29T15:00:00Z,0,FALSE,FALSE,[],15,2,,2,2,
1059972,28,FALSE,FALSE,272,2020-02-29T15:00:00Z,0,FALSE,FALSE,[],6,3,,3,4,
1059974,28,FALSE,FALSE,273,2020-02-29T15:00:00Z,0,FALSE,FALSE,[],7,2,,4,3,
1059975,28,FALSE,FALSE,274,2020-02-29T15:00:00Z,0,FALSE,FALSE,[],12,4,,8,4,
1059976,28,FALSE,FALSE,275,2020-02-29T15:00:00Z,0,FALSE,FALSE,[],1,5,,11,4,
1059977,28,FALSE,FALSE,276,2020-02-29T15:00:00Z,0,FALSE,FALSE,[],5,3,,13,2,
1059978,28,FALSE,FALSE,277,2020-02-29T15:00:00Z,0,FALSE,FALSE,[],9,2,,14,3,
1059979,28,FALSE,FALSE,278,2020-02-29T15:00:00Z,0,FALSE,FALSE,[],20,4,,17,3,
1059980,28,FALSE,FALSE,279,2020-02-29T15:00:00Z,0,FALSE,FALSE,[],10,3,,18,4,
1059981,28,FALSE,FALSE,280,2020-02-29T15:00:00Z,0,FALSE,FALSE,[],16,3,,19,2,
1059982,29,FALSE,FALSE,281,2020-03-07T15:00:00Z,0,FALSE,FALSE,[],19,4,,1,2,
1059983,29,FALSE,FALSE,282,2020-03-07T15:00:00Z,0,FALSE,FALSE,[],17,2,,5,4,
1059984,29,FALSE,FALSE,283,2020-03-07T15:00:00Z,0,FALSE,FALSE,[],8,4,,6,2,
1059985,29,FALSE,FALSE,284,2020-03-07T15:00:00Z,0,FALSE,FALSE,[],18,2,,7,3,
1059986,29,FALSE,FALSE,285,2020-03-07T15:00:00Z,0,FALSE,FALSE,[],2,3,,9,2,
1059987,29,FALSE,FALSE,286,2020-03-07T15:00:00Z,0,FALSE,FALSE,[],3,5,,10,2,
1059988,29,FALSE,FALSE,287,2020-03-07T15:00:00Z,0,FALSE,FALSE,[],11,4,,12,4,
1059989,29,FALSE,FALSE,288,2020-03-07T15:00:00Z,0,FALSE,FALSE,[],14,2,,15,2,
1059990,29,FALSE,FALSE,289,2020-03-07T15:00:00Z,0,FALSE,FALSE,[],13,2,,16,2,
1059991,29,FALSE,FALSE,290,2020-03-07T15:00:00Z,0,FALSE,FALSE,[],4,3,,20,2,
1059993,30,FALSE,FALSE,291,2020-03-14T15:00:00Z,0,FALSE,FALSE,[],6,2,,2,4,
1059992,30,FALSE,FALSE,292,2020-03-14T15:00:00Z,0,FALSE,FALSE,[],7,3,,3,3,
1059994,30,FALSE,FALSE,293,2020-03-14T15:00:00Z,0,FALSE,FALSE,[],1,2,,4,4,
1059995,30,FALSE,FALSE,294,2020-03-14T15:00:00Z,0,FALSE,FALSE,[],10,4,,8,4,
1059996,30,FALSE,FALSE,295,2020-03-14T15:00:00Z,0,FALSE,FALSE,[],5,5,,11,2,
1059997,30,FALSE,FALSE,296,2020-03-14T15:00:00Z,0,FALSE,FALSE,[],15,3,,13,2,
1059998,30,FALSE,FALSE,297,2020-03-14T15:00:00Z,0,FALSE,FALSE,[],16,2,,14,2,
1059999,30,FALSE,FALSE,298,2020-03-14T15:00:00Z,0,FALSE,FALSE,[],12,4,,17,4,
1060000,30,FALSE,FALSE,299,2020-03-14T15:00:00Z,0,FALSE,FALSE,[],9,3,,18,3,
1060001,30,FALSE,FALSE,300,2020-03-14T15:00:00Z,0,FALSE,FALSE,[],20,3,,19,3,
1060002,31,FALSE,FALSE,301,2020-03-21T15:00:00Z,0,FALSE,FALSE,[],18,2,,5,3,
1060003,31,FALSE,FALSE,302,2020-03-21T15:00:00Z,0,FALSE,FALSE,[],11,4,,6,4,
1060004,31,FALSE,FALSE,303,2020-03-21T15:00:00Z,0,FALSE,FALSE,[],4,3,,9,2,
1060005,31,FALSE,FALSE,304,2020-03-21T15:00:00Z,0,FALSE,FALSE,[],7,5,,10,3,
1060006,31,FALSE,FALSE,305,2020-03-21T15:00:00Z,0,FALSE,FALSE,[],15,4,,12,2,
1060007,31,FALSE,FALSE,306,2020-03-21T15:00:00Z,0,FALSE,FALSE,[],2,3,,13,2,
1060008,31,FALSE,FALSE,307,2020-03-21T15:00:00Z,0,FALSE,FALSE,[],8,2,,14,2,
1060009,31,FALSE,FALSE,308,2020-03-21T15:00:00Z,0,FALSE,FALSE,[],1,2,,16,4,
1060010,31,FALSE,FALSE,309,2020-03-21T15:00:00Z,0,FALSE,FALSE,[],19,4,,17,2,
1060011,31,FALSE,FALSE,310,2020-03-21T15:00:00Z,0,FALSE,FALSE,[],3,3,,20,2,
1060013,32,FALSE,FALSE,311,2020-04-04T14:00:00Z,0,FALSE,FALSE,[],14,4,,1,2,
1060014,32,FALSE,FALSE,312,2020-04-04T14:00:00Z,0,FALSE,FALSE,[],20,2,,2,3,
1060012,32,FALSE,FALSE,313,2020-04-04T14:00:00Z,0,FALSE,FALSE,[],13,3,,3,2,
1060015,32,FALSE,FALSE,314,2020-04-04T14:00:00Z,0,FALSE,FALSE,[],12,2,,4,4,
1060016,32,FALSE,FALSE,315,2020-04-04T14:00:00Z,0,FALSE,FALSE,[],5,2,,7,2,
1060017,32,FALSE,FALSE,316,2020-04-04T14:00:00Z,0,FALSE,FALSE,[],9,4,,8,3,
1060018,32,FALSE,FALSE,317,2020-04-04T14:00:00Z,0,FALSE,FALSE,[],10,5,,11,4,
1060019,32,FALSE,FALSE,318,2020-04-04T14:00:00Z,0,FALSE,FALSE,[],17,2,,15,4,
1060020,32,FALSE,FALSE,319,2020-04-04T14:00:00Z,0,FALSE,FALSE,[],16,3,,18,2,
1060021,32,FALSE,FALSE,320,2020-04-04T14:00:00Z,0,FALSE,FALSE,[],6,3,,19,4,
1060022,33,FALSE,FALSE,321,2020-04-11T14:00:00Z,0,FALSE,FALSE,[],15,2,,5,2,
1060023,33,FALSE,FALSE,322,2020-04-11T14:00:00Z,0,FALSE,FALSE,[],18,4,,6,3,
1060024,33,FALSE,FALSE,323,2020-04-11T14:00:00Z,0,FALSE,FALSE,[],7,3,,9,3,
1060025,33,FALSE,FALSE,324,2020-04-11T14:00:00Z,0,FALSE,FALSE,[],2,5,,10,2,
1060026,33,FALSE,FALSE,325,2020-04-11T14:00:00Z,0,FALSE,FALSE,[],3,4,,12,2,
1060027,33,FALSE,FALSE,326,2020-04-11T14:00:00Z,0,FALSE,FALSE,[],19,3,,13,2,
1060028,33,FALSE,FALSE,327,2020-04-11T14:00:00Z,0,FALSE,FALSE,[],4,2,,14,2,
1060029,33,FALSE,FALSE,328,2020-04-11T14:00:00Z,0,FALSE,FALSE,[],11,2,,16,4,
1060030,33,FALSE,FALSE,329,2020-04-11T14:00:00Z,0,FALSE,FALSE,[],8,4,,17,2,
1060031,33,FALSE,FALSE,330,2020-04-11T14:00:00Z,0,FALSE,FALSE,[],1,3,,20,4,
1060033,34,FALSE,FALSE,331,2020-04-18T14:00:00Z,0,FALSE,FALSE,[],9,4,,1,3,
1060034,34,FALSE,FALSE,332,2020-04-18T14:00:00Z,0,FALSE,FALSE,[],12,2,,2,4,
1060032,34,FALSE,FALSE,333,2020-04-18T14:00:00Z,0,FALSE,FALSE,[],17,3,,3,4,
1060035,34,FALSE,FALSE,334,2020-04-18T14:00:00Z,0,FALSE,FALSE,[],10,2,,4,4,
1060036,34,FALSE,FALSE,335,2020-04-18T14:00:00Z,0,FALSE,FALSE,[],6,2,,7,4,
1060037,34,FALSE,FALSE,336,2020-04-18T14:00:00Z,0,FALSE,FALSE,[],16,4,,8,2,
1060038,34,FALSE,FALSE,337,2020-04-18T14:00:00Z,0,FALSE,FALSE,[],13,5,,11,2,
1060039,34,FALSE,FALSE,338,2020-04-18T14:00:00Z,0,FALSE,FALSE,[],20,2,,15,3,
1060040,34,FALSE,FALSE,339,2020-04-18T14:00:00Z,0,FALSE,FALSE,[],14,3,,18,2,
1060041,34,FALSE,FALSE,340,2020-04-18T14:00:00Z,0,FALSE,FALSE,[],5,3,,19,2,
1060043,35,FALSE,FALSE,341,2020-04-25T14:00:00Z,0,FALSE,FALSE,[],7,2,,2,3,
1060042,35,FALSE,FALSE,342,2020-04-25T14:00:00Z,0,FALSE,FALSE,[],9,3,,3,3,
1060044,35,FALSE,FALSE,343,2020-04-25T14:00:00Z,0,FALSE,FALSE,[],11,2,,4,4,
1060045,35,FALSE,FALSE,344,2020-04-25T14:00:00Z,0,FALSE,FALSE,[],5,5,,10,2,
1060046,35,FALSE,FALSE,345,2020-04-25T14:00:00Z,0,FALSE,FALSE,[],16,4,,12,2,
1060047,35,FALSE,FALSE,346,2020-04-25T14:00:00Z,0,FALSE,FALSE,[],19,2,,14,2,
1060048,35,FALSE,FALSE,347,2020-04-25T14:00:00Z,0,FALSE,FALSE,[],6,2,,15,4,
1060049,35,FALSE,FALSE,348,2020-04-25T14:00:00Z,0,FALSE,FALSE,[],1,4,,17,4,
1060050,35,FALSE,FALSE,349,2020-04-25T14:00:00Z,0,FALSE,FALSE,[],13,3,,18,2,
1060051,35,FALSE,FALSE,350,2020-04-25T14:00:00Z,0,FALSE,FALSE,[],8,3,,20,2,
1060052,36,FALSE,FALSE,351,2020-05-02T14:00:00Z,0,FALSE,FALSE,[],10,4,,1,4,
1060053,36,FALSE,FALSE,352,2020-05-02T14:00:00Z,0,FALSE,FALSE,[],20,2,,5,3,
1060054,36,FALSE,FALSE,353,2020-05-02T14:00:00Z,0,FALSE,FALSE,[],14,4,,6,2,
1060055,36,FALSE,FALSE,354,2020-05-02T14:00:00Z,0,FALSE,FALSE,[],12,2,,7,4,
1060056,36,FALSE,FALSE,355,2020-05-02T14:00:00Z,0,FALSE,FALSE,[],2,4,,8,2,
1060057,36,FALSE,FALSE,356,2020-05-02T14:00:00Z,0,FALSE,FALSE,[],15,3,,9,2,
1060058,36,FALSE,FALSE,357,2020-05-02T14:00:00Z,0,FALSE,FALSE,[],3,5,,11,2,
1060059,36,FALSE,FALSE,358,2020-05-02T14:00:00Z,0,FALSE,FALSE,[],17,3,,13,4,
1060060,36,FALSE,FALSE,359,2020-05-02T14:00:00Z,0,FALSE,FALSE,[],4,2,,16,2,
1060061,36,FALSE,FALSE,360,2020-05-02T14:00:00Z,0,FALSE,FALSE,[],18,3,,19,3,
1060063,37,FALSE,FALSE,361,2020-05-09T14:00:00Z,0,FALSE,FALSE,[],1,2,,2,4,
1060062,37,FALSE,FALSE,362,2020-05-09T14:00:00Z,0,FALSE,FALSE,[],16,3,,3,2,
1060064,37,FALSE,FALSE,363,2020-05-09T14:00:00Z,0,FALSE,FALSE,[],13,2,,4,2,
1060065,37,FALSE,FALSE,364,2020-05-09T14:00:00Z,0,FALSE,FALSE,[],6,5,,10,4,
1060066,37,FALSE,FALSE,365,2020-05-09T14:00:00Z,0,FALSE,FALSE,[],19,4,,12,2,
1060067,37,FALSE,FALSE,366,2020-05-09T14:00:00Z,0,FALSE,FALSE,[],5,2,,14,2,
1060068,37,FALSE,FALSE,367,2020-05-09T14:00:00Z,0,FALSE,FALSE,[],8,2,,15,2,
1060069,37,FALSE,FALSE,368,2020-05-09T14:00:00Z,0,FALSE,FALSE,[],9,4,,17,3,
1060070,37,FALSE,FALSE,369,2020-05-09T14:00:00Z,0,FALSE,FALSE,[],11,3,,18,4,
1060071,37,FALSE,FALSE,370,2020-05-09T14:00:00Z,0,FALSE,FALSE,[],7,3,,20,3,
1060072,38,FALSE,FALSE,371,2020-05-17T14:00:00Z,0,FALSE,FALSE,[],18,4,,1,3,
1060073,38,FALSE,FALSE,372,2020-05-17T14:00:00Z,0,FALSE,FALSE,[],4,2,,5,2,
1060074,38,FALSE,FALSE,373,2020-05-17T14:00:00Z,0,FALSE,FALSE,[],20,4,,6,3,
1060075,38,FALSE,FALSE,374,2020-05-17T14:00:00Z,0,FALSE,FALSE,[],17,2,,7,4,
1060076,38,FALSE,FALSE,375,2020-05-17T14:00:00Z,0,FALSE,FALSE,[],3,4,,8,2,
1060077,38,FALSE,FALSE,376,2020-05-17T14:00:00Z,0,FALSE,FALSE,[],12,3,,9,4,
1060078,38,FALSE,FALSE,377,2020-05-17T14:00:00Z,0,FALSE,FALSE,[],14,5,,11,2,
1060079,38,FALSE,FALSE,378,2020-05-17T14:00:00Z,0,FALSE,FALSE,[],10,3,,13,4,
1060080,38,FALSE,FALSE,379,2020-05-17T14:00:00Z,0,FALSE,FALSE,[],15,2,,16,2,
1060081,38,FALSE,FALSE,380,2020-05-17T14:00:00Z,0,FALSE,FALSE,[],2,3,,19,2,
